OBJECTID,Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,Shape__Area,Shape__Length
1,6083002502,93455,7573,44.00243999,80.81190116,0.03716809,14.92221531,7.813763747,11.74859988,0.064284104,23.75855632,6537.427363,97.51724138,6.711006533,8.027006752,153.2454563,2.525,481.5470034,58.29898839,58.39882148,63.56647763,5.6,44.17693169,99.85,96.5631745,0.335,54.63931171,31,99.85300294,9,88.9347079,48.97481572,5.979815272,67.71624144,74.64,81.81704885,6.32,80.72876572,12.42,50.02492522,44.1,92.93849658,18.4,84.16565164,46.4,77.98994975,4.1,32.27485685,21.2,67.71863118,70.93721523,7.358494869,81.34140192,17.0078,71.953,11.0392,90.3869,5.7837,0.5414,0,3.0503,0,0.2377,Santa Barbara,Unincorporated Santa Barbara County area,CalEnviroScreen 4.0 Top 25%,247038034.574219,81455.0121780076
2,6083003001,93111,5766,41.13433261,76.81543116,0.03975537,20.84629745,8.102836607,14.87243311,0.17684062,57.71001867,309.0738177,83.20689655,160.298645,30.53263316,1106.481464,64.3,327.1017862,30.94792057,56.03731586,60.13862634,11,63.69914147,85.75,95.74962643,1.26,88.48444739,11,86.95926081,2.5,59.17525773,56.48408441,6.896695487,85.2769135,31.22,27.21834497,6.7,86.54092892,10.69,35.48105683,17.7,60.90863073,10.6,64.13587766,38.8,67.24874372,9.3,83.22488287,17.3,50.72243346,57.4974453,5.964353898,61.67423096,10.1283,75.3382,14.5335,50.5723,29.7607,6.469,0,10.5966,0.8151,1.7863,Santa Barbara,Goleta,CalEnviroScreen 4.0 Top 25%,5999328.01953125,10160.4496871494
3,6025011700,92243,5243,41.6387465,77.5466465,0.05022962,62.5264468,8.776915342,32.20908525,0.150636853,51.3378967,0,0,41.28102113,16.85421355,908.7761586,52.2125,392.7431513,42.65018109,52.75069568,55.52614997,0,0,3,22.11522497,1.21,87.98146923,10,82.96934061,1,35.71592211,41.36183657,5.05027203,46.88238955,100.38,92.79661017,6.18,78.65024378,20.31,88.27268195,26.1,75.09491268,13.2,71.91771552,50.8,82.78894472,13.8,95.49713691,14.7,36.6539924,79.48185954,8.244852208,92.08270298,14.4574,72.7255,12.8171,88.7278,8.0679,0.4959,0,0.6485,0,2.0599,Imperial ,El Centro,CalEnviroScreen 4.0 Top 25%,2766422.7890625,7578.55497526657
4,6025011600,92243,5728,37.65725937,71.5834594,0.05022962,62.5264468,8.25395675,17.19975109,0.095172208,35.56938395,0,0,38.6602764,16.36659165,1034.774154,60.25,392.7431513,42.65018109,51.34928909,53.30812854,1,17.07726764,5,30.88162045,1.21,87.98146923,10,82.96934061,0.25,11.59221077,39.35600084,4.805359885,41.08276291,100.38,92.79661017,4.82,47.39543238,20.31,88.27268195,32.5,82.99164768,17.9,83.11002842,45.3,76.62060302,7.2,69.13066111,20,62.82636248,75.54538436,7.836511785,87.35501765,10.5971,72.9923,16.4106,87.4476,6.2151,4.2074,0.3317,0.0349,0,1.7633,Imperial ,El Centro,CalEnviroScreen 3.0 Disadvantaged Communities Only,2913385.3203125,6910.54150683738
5,6025011500,92243,6227,48.29696481,85.87997983,0.04978792,60.65961419,8.465041255,21.91661481,0.255349328,70.88985688,4.723223582,54.03448276,36.46799403,15.86646662,937.3153588,54.325,392.7431513,42.65018109,62.2929975,68.84688091,8,53.43411721,9.5,44.82815872,0.26,44.72534745,10,82.96934061,0,0,47.49622237,5.799279317,63.5345364,100.38,92.79661017,4.24,32.2684116,20.31,88.27268195,47.7,95.17843584,32,96.46772229,59,90.94221106,19.7,99.14107236,20.7,65.5513308,80.28436119,8.328097712,92.78870398,14.5174,73.1331,12.3494,90.6215,4.898,1.3329,0.1285,1.5417,1.2687,0.2088,Imperial ,El Centro,CalEnviroScreen 4.0 Top 25%,2908355.13671875,7701.05751665871
6,6025011400,92243,4570,54.85436803,92.41048916,0.05022962,62.5264468,8.702281199,29.88176727,0.093500392,35.04667082,57.1272259,73.13793103,39.49348067,16.51662916,1000.786639,57.85,392.7431513,42.65018109,66.58024393,74.80781348,8,53.43411721,5,30.88162045,0.675,77.45863666,10,82.96934061,6,79.95418099,54.3479797,6.635877526,81.00808961,100.38,92.79661017,4.86,48.53733641,20.31,88.27268195,48.7,95.82384207,25.4,92.71890648,73,98.32914573,15.4,97.13690786,13.4,30.20278834,79.68893047,8.266332193,92.30963187,18.8184,66.2144,14.9672,91.9694,3.2604,2.7133,0,0,0,2.0569,Imperial ,El Centro,CalEnviroScreen 4.0 Top 25%,5671934.16796875,10244.3592302652
7,6025010500,92227,7421,49.06815463,86.82551689,0.04320513,32.1468575,9.091847481,39.1910392,0.065107373,24.15681394,151.8653189,79.51724138,19.65515803,11.50287572,687.46522,35.1,457.9589149,54.98938429,42.06706734,39.93698803,12.5,70.1754386,21.5,70.29719409,0.275,46.35340834,26,99.51700966,1,35.71592211,47.84903152,5.842357245,64.51773491,135.16,97.7442672,4.98,51.82191429,19.97,87.41276171,28.1,77.72715768,23.2,90.48585736,59.5,91.31909548,17.2,98.29515877,18.6,56.85678074,80.96489554,8.398691243,93.46949067,18.0434,72.5913,9.3653,78.7899,15.4427,2.3716,0.4716,0.1887,0.5255,2.2099,Imperial ,Brawley,CalEnviroScreen 4.0 Top 25%,5178158.546875,10258.0563231102
8,6025010400,92227,7303,53.2135332,91.04891578,0.04320513,32.1468575,9.051216809,38.44430616,0.099275766,37.03795893,50.50890531,72.27586207,20.4044329,11.6404101,374.8528974,12.5125,457.9589149,54.98938429,53.37273269,56.30749842,24,85.62896603,17,63.37373402,0.15,26.67107876,26,99.51700966,2,52.89805269,48.1521542,5.879368463,65.48848787,135.16,97.7442672,5.03,53.15627406,19.97,87.41276171,39.7,89.72412048,25.5,92.80010827,70.8,97.65075377,21.7,99.51847996,34.3,95.6400507,87.25223515,9.050892716,98.05849723,22.1005,65.9455,11.954,95.495,3.2179,0.0685,0,0.6983,0.5203,0,Imperial ,Brawley,CalEnviroScreen 4.0 Top 25%,8785387.41015625,12257.9180183297
9,6025010300,92227,1046,39.90753563,74.83610691,0.04340275,32.15930305,8.87816348,34.68574984,0.028778142,10.15556938,1445.319397,91.37931034,17.920283,10.99024756,237.7810141,5.4125,364.5478758,37.61708505,58.42447096,63.60428481,4.6,41.09742441,52.25,90.71891084,0.155,27.08140304,29,99.6850063,14,95.25773196,47.42303594,5.790343269,63.37274424,117.59,95.67547358,3.01,9.327687965,17.75,79.7108674,14.6,54.41660339,10.2,62.66071187,41.3,71.09296482,15.3,97.07183758,,,66.4409362,6.892084592,75.05042864,18.6424,67.0172,14.3403,40.5354,53.9197,0,0.956,2.7725,0,1.8164,Imperial ,Unincorporated Imperial County area,CalEnviroScreen 3.0 Disadvantaged Communities Only,666882409.113281,157849.170151357
10,6025012001,92231,3884,44.6508674,81.55572365,0.05395594,70.28002489,12.42287298,90.59116366,0.105416033,38.99191039,0,0,490.4607544,51.13778445,,,440.6835349,52.74135132,63.9869516,71.56899811,0,0,0,0,0.035,4.93712773,26,99.51700966,0,0,42.70753609,5.214581674,50.74051027,60.28,69.34197408,4.66,42.8021555,21.12,90.95214357,43.5,92.52088079,47.3,99.28271755,67,96.04271357,24.7,99.75273295,43.3,99.36628644,82.54591199,8.562694036,94.93192133,17.07,64.8301,18.0999,98.6097,0.1802,0.5922,0,0,0,0.6179,Imperial ,Calexico,CalEnviroScreen 4.0 Top 25%,809175.85546875,4492.4841657417
11,6025012002,92231,10765,41.57525748,77.42057489,0.05395594,70.28002489,12.08454797,83.36029869,0.360978475,82.01617922,5.370376723,54.86206897,442.0072225,49.21230308,540.5683456,24.0125,440.5206182,51.65480205,21.71850197,14.13988658,1.4,19.91414707,0,0,0.03,4.116479153,26,99.51700966,0,0,44.03134768,5.376218806,54.10080896,60.28,69.34197408,5.24,58.55786502,21.12,90.95214357,25.1,73.42444951,42.1,98.87670862,39.4,68.26633166,15.7,97.34513274,15.8,42.82636248,74.54922895,7.733178091,86.10690872,16.0334,73.3953,10.5713,96.47,1.7371,0,0,1.7928,0,0,Imperial ,Calexico,CalEnviroScreen 4.0 Top 25%,6926942.9453125,11651.8236836018
12,6025010102,92233,4108,44.73977351,81.69440242,0.03603801,11.59925327,8.347979798,19.0914748,0.025903899,9.085252022,1275.857727,90.51724138,5.282770167,7.576894224,169.3573347,3.0625,324.2129806,30.61071562,49.40970672,50.80025205,14.5,74.1881299,28,77.93458409,2.175,93.24950364,35,99.95800084,8,86.50630011,47.31773319,5.777485823,63.13627878,84.77,87.62462612,4.01,26.86682063,18.64,83.15054835,32.2,82.70058213,21.8,88.83475436,65,94.89949749,20.4,99.32326913,17.4,51.35614702,74.65175753,7.743813638,86.28340898,19.4012,69.1091,11.4898,78.8462,12.001,6.7429,0,0.0974,0.925,1.3875,Imperial ,Unincorporated Imperial County area,CalEnviroScreen 4.0 Top 25%,605479308.859375,118241.327108834
13,6025010200,92281,2728,50.98933202,88.84266263,0.04173533,24.91599253,8.783557581,32.39576851,0.032822811,11.54947106,2030.994991,92.93103448,3.830813,7.064266067,376.2757343,12.6125,461.8385681,55.55139253,60.2844637,66.20037807,0,0,13,54.52432343,1.5,90.29781602,35,99.95800084,5,75.67010309,46.63174983,5.693727392,61.30678283,157.49,99.25224327,6.45,82.90993072,21.26,91.65004985,32.7,83.23209314,14.3,75.53119502,56.7,88.80653266,15.2,96.96772514,19.9,62.4207858,86.33120382,8.955351831,97.46596067,20.5279,65.9457,13.5264,79.9487,14.2229,2.2361,1.283,0.3666,0,1.9428,Imperial ,Unincorporated Imperial County area,CalEnviroScreen 4.0 Top 25%,319363403.160156,97896.0905212336
14,6025011000,92251,14848,40.50995238,75.88250126,0.04787853,51.98506534,8.971583987,36.70192906,0.039559944,14.33727442,749.8447998,87.62068966,29.02370963,13.94098525,421.7207522,15.5125,543.25204,64.13138504,29.5408103,23.4026465,39.45,93.20642031,24.5,73.9664619,0.725,79.21906023,26,99.51700966,20.1,98.28178694,55.24875554,6.745862078,82.89981332,88.14,89.04536391,3.92,24.76263793,18.36,82.0663011,17.5,60.6302202,6.4,45.37826499,22.1,38.5678392,13,94.31285789,9.9,13.56147022,57.8907824,6.005155741,62.26676752,20.4405,69.5649,9.9946,75.6398,19.7804,1.5154,0.357,2.3303,0,0.3772,Imperial ,Unincorporated Imperial County area,CalEnviroScreen 4.0 Top 25%,255989370.058594,88752.6918220468
15,6025011300,92243,11695,50.79916898,88.64094806,0.05035441,62.70068451,9.409244235,43.37274424,0.078751798,29.32171749,1721.749645,92.13793103,175.1465454,32.07051763,556.8299072,25.25,481.7863279,58.32396653,40.83809006,38.29867675,2,25.6252333,18.3,65.66495102,0.95,84.48709464,26,99.51700966,22.6,98.87743414,56.73446803,6.927267278,85.76228998,68.86,77.59222333,4.5,38.70926354,18.86,83.72382851,34.7,84.91521134,28.1,94.62714846,48.6,80.33919598,7.7,73.41228527,15.3,40.2661597,70.69355264,7.333219138,80.93797277,16.4429,73.0654,10.4917,92.5096,6.0795,0.2822,0,0.8209,0,0.3078,Imperial ,Unincorporated Imperial County area,CalEnviroScreen 4.0 Top 25%,182586618.785156,75657.9211801236
16,6025011202,92243,5626,44.71989076,81.65658094,0.04939042,59.68886123,8.590631277,25.53827007,0.125467666,44.62974487,60.50331062,73.44827586,34.34710823,15.36634159,984.6002725,56.9625,392.63049,42.56275759,51.93182704,54.24070573,0.1,2.071668533,9,43.84858044,0.575,73.47452019,10,82.96934061,0,0,44.5273954,5.436786133,55.46981954,100.38,92.79661017,4.04,27.59815242,20.31,88.27268195,35.2,85.48468742,27.4,94.18053864,73.6,98.46733668,16,97.57938574,21.7,69.45500634,79.29460291,8.225427608,91.84316692,18.4678,68.8411,12.6911,93.9389,4.3903,0.5155,0.2488,0.9065,0,0,Imperial ,El Centro,CalEnviroScreen 4.0 Top 25%,2332140.703125,6756.29190397448
17,6025011100,92243,4219,43.5816074,80.19415028,0.04910169,58.34474175,9.035455221,38.12072184,0.015396083,5.724953329,671.4084961,86.93103448,30.41487247,14.42860715,139.8408197,2.2,598.7682519,68.58998376,42.95793186,41.23503466,17,78.0141844,79.5,95.23493276,0.05,7.346128392,26,99.51700966,6,79.95418099,50.30235216,6.141907207,71.10143124,93.32,90.56580259,2.62,5.491403644,18.92,83.88584247,19.8,64.51531258,23.2,90.48585736,49.6,81.20603015,14.7,96.57730349,17.4,51.35614702,68.40457318,7.09577757,77.95007564,13.7473,72.932,13.3207,70.0166,21.3321,2.6547,0.4977,0.8296,0,4.6694,Imperial ,Seeley,CalEnviroScreen 4.0 Top 25%,286369381.882812,70206.6822775094
18,6025012200,92231,7237,58.37633358,94.70499244,0.05395594,70.28002489,11.21152955,56.98817673,0.43305889,86.72059739,59.15656491,73.34482759,449.8443095,49.53738435,3199,96.725,440.5955289,51.66729112,39.86681604,36.97542533,7,50.31728257,0,0,0.2,35.6187955,26,99.51700966,6,79.95418099,61.21371186,7.47418206,92.34598631,60.28,69.34197408,4.47,37.87528868,21.12,90.95214357,44.5,93.22956214,47.7,99.30978482,46.5,78.10301508,10.8,89.18532015,20,62.82636248,75.29363885,7.810397594,87.01462431,12.8506,71.3694,15.78,98.6182,1.0087,0,0,0.3731,0,0,Imperial ,Calexico,CalEnviroScreen 4.0 Top 25%,7327371.65625,12322.3485269172
19,6025012100,92231,6779,60.51104019,96.02874433,0.05395594,70.28002489,11.84684504,71.16365899,0.784387066,96.60236465,0,0,439.7705587,49.08727182,2837,95.0125,440.6835349,52.74135132,64.78704881,72.57718967,7,50.31728257,23,72.48879296,0.3,50.13898081,26,99.51700966,0,0,60.45283451,7.381279086,91.56191661,60.28,69.34197408,4.13,29.66384398,21.12,90.95214357,43.5,92.52088079,52.8,99.62105833,56.6,88.73115578,28.8,99.8828735,31.8,92.94043093,79.0293002,8.197907095,91.55320222,12.583,69.671,17.746,98.5986,0.472,0.0443,0,0.8851,0,0,Imperial ,Calexico,CalEnviroScreen 4.0 Top 25%,3758740.421875,8579.55393198827
20,6025011900,92231,11456,46.89677417,84.29147756,0.05176239,65.72495333,9.955776833,48.69943995,0.08089733,30.14312383,1058.673201,89.48275862,379.1822205,46.04901225,309,8.75,472.6289051,57.23741726,35.16184184,30.72463768,7,50.31728257,25,74.82981903,1.11,86.60489742,26,99.51700966,13.5,95.00572738,58.48592765,7.141120149,88.7118855,59.4,68.46959123,3.71,20.3489864,20.71,89.38185444,25.1,73.42444951,19.1,85.24834213,42,72.08542714,6.8,65.62988027,15.2,39.69581749,63.30846366,6.567145377,70.52445789,16.6201,70.6442,12.7357,96.683,1.8244,0.5761,0.192,0.7245,0,0,Imperial ,Unincorporated Imperial County area,CalEnviroScreen 4.0 Top 25%,318108772.007812,110604.773865976
21,6025010700,92227,4409,45.1022809,82.17347453,0.04435661,37.57311761,8.982767139,36.95084007,0.065380088,24.23148724,287.6304512,82.55172414,21.9318911,11.96549137,496.0334578,20.575,456.9063101,54.87698264,47.43080555,47.91430372,6.1,46.34191863,18,65.31628756,0.2,35.6187955,10,82.96934061,0,0,41.73633505,5.09599822,47.8033603,135.16,97.7442672,5.38,61.71413908,19.97,87.41276171,33.5,83.97873956,29.3,95.33089728,68.9,96.98492462,18.9,98.94586153,20.9,66.51457541,85.32069451,8.850529171,96.78517398,23.0891,67.7478,9.1631,94.3298,3.4929,1.9279,0,0,0,0.2495,Imperial ,Brawley,CalEnviroScreen 4.0 Top 25%,8044506.9921875,11775.367013749
22,6025010600,92227,6910,47.7752486,85.2118003,0.04486563,37.78469197,9.050525809,38.41941506,0.11803283,42.83758556,514.4596474,85.86206897,20.64512637,11.75293823,686.6449621,35.0375,456.9564589,54.90196078,40.95811212,38.48771267,13.5,72.39641657,30,79.6945044,0.55,72.58769027,26,99.51700966,5,75.67010309,55.41470437,6.766124397,83.14872433,135.09,97.70687936,4.73,44.765204,19.96,87.32552343,13.9,52.87269046,13.5,72.75680065,38.9,67.44974874,14.7,96.57730349,8.4,8.035487959,68.06880426,7.06094742,77.44578921,18.0174,63.9219,18.0608,70.0289,23.6903,0.7236,0.5789,0.5644,0,4.4139,Imperial ,Brawley,CalEnviroScreen 4.0 Top 25%,12331833.2070312,18029.5716909349
23,6053014500,93901,4474,34.96975023,67.52395361,0.03419029,10.56627256,5.494094096,1.966397013,0.143104043,49.45861854,8260.802278,97.96551724,2.369551967,6.089022256,926.9444068,53.4875,574.4291256,67.14125141,59.97776083,65.70888469,13.5,72.39641657,48,89.60650838,0.66,77.02183984,23,99.1600168,5.5,77.61741123,57.08543483,6.970120254,86.39701307,91.48,90.10468594,4.8,46.76674365,12.35,49.33948156,13.3,51.46798279,2.8,22.1680877,35.3,62.24874372,3.3,21.1087975,10.6,16.31178707,48.36569174,5.017094247,47.94503278,15.9142,65.7801,18.3058,54.8502,33.5494,0.9835,0.0671,7.6442,0,2.9057,Monterey ,Salinas,CalEnviroScreen 3.0 Disadvantaged Communities Only,21621688.9960938,26131.228461932
24,6053000900,93905,5657,46.29059379,83.59808371,0.03419029,10.56627256,5.520616479,2.103298071,0.318019088,78.282514,928.5784993,88.68965517,2.646896,6.301575394,886.9912242,50.5375,430.3037163,49.95628825,88.7059316,95.92942659,2.6,28.66741321,16.75,62.60999502,0.3,50.13898081,15,94.56110878,2.5,59.17525773,51.54072787,6.293112636,74.42439328,74.24,81.66749751,4.75,45.34257121,13.05,54.36191426,64.7,99.6836244,41.7,98.8225741,57,89.17085427,3.4,22.56637168,35.6,96.57794677,70.91080095,7.355754849,81.24054463,19.0384,74.2973,6.6643,94.5024,2.9521,1.5909,0.2475,0.1414,0,0.5657,Monterey ,Salinas,CalEnviroScreen 4.0 Top 25%,2562345.765625,7753.41767768458
25,6053010101,95039,5024,43.86067064,80.63540091,0.03716809,14.92221531,5.51035605,2.041070317,0.089075912,33.26695706,52736.9446,99.93103448,3.187912667,6.714178545,1109.857513,64.4625,757.1244038,86.39940052,79.84240303,89.0989288,15.75,75.9051885,18.5,66.06342354,0.135,23.71939113,30,99.81100378,0.3,12.87514318,51.6279671,6.303764528,74.59863099,50.91,57.77666999,4.48,38.18321786,11.51,42.22333001,48.4,95.67198178,34.6,97.55041278,61.8,92.82663317,17.6,98.43831338,18.4,55.95690748,67.07496117,6.957853589,76.08421583,18.7102,76.4132,4.8766,88.6146,6.668,0.3981,2.5279,0.836,0.7365,0.2189,Monterey ,Unincorporated Monterey County area,CalEnviroScreen 4.0 Top 25%,42245120.1367188,42673.7850226713
26,6053014102,93933,3399,35.28136391,67.96520424,0.03419029,10.56627256,5.5676064,2.240199129,0.034221814,12.1966397,120.1223835,78.27586207,2.114872333,5.92648162,1206.752397,68.975,509.8322734,61.45872362,46.77738936,46.94391934,19,80.94438223,41.25,86.70097958,2.16,93.19655857,15,94.56110878,5.85,78.25887743,52.79271861,6.445980456,77.62289981,65.92,75.18693918,3.7,20.27200411,11.7,43.70638086,13.1,50.97443685,,,42,72.08542714,5.1,45.78344612,21.2,67.71863118,52.76446335,5.473389836,54.39989914,15.1809,71.2857,13.5334,32.5978,30.7443,11.5328,0,14.8573,2.2654,8.0024,Monterey ,Marina,CalEnviroScreen 3.0 Disadvantaged Communities Only,18486110.4101562,30082.6308802307
27,6059011601,92832,8430,58.3342528,94.65456379,0.04756207,51.89794648,12.06694117,82.38954574,0.330265785,79.36527691,0,0,4239.203369,90.26006502,2571.278301,93.275,685.445108,75.65879855,71.94304744,81.38626339,20.95,82.6987682,17.5,64.22048813,5.005,97.77630708,0,0,2,52.89805269,66.02564908,8.061718638,96.57747355,57.02,65.47856431,5.49,64.17757249,10.28,32.11615155,36.6,86.95267021,24.9,92.2046285,56.3,88.42964824,12.4,93.0895367,21.1,67.26235741,69.75593216,7.23595742,79.71507816,17.3072,74.484,8.2088,75.7177,11.6963,5.3262,0.3203,5.9193,0.2491,0.7711,Orange ,Fullerton,CalEnviroScreen 4.0 Top 25%,1692426.5625,5398.20826215115
28,6059011602,92831,5314,50.19924703,88.07362582,0.04791979,53.72744244,12.17751878,87.81580585,0.386565939,83.98257623,0,0,6481.82666,94.68617154,2692.056253,94.025,841.3087921,96.16585488,75.51901846,85.2173913,161.65,99.86935424,127.75,97.77519509,14.105,99.78821972,0,0,14.25,95.41809851,75.82507802,9.258226966,99.68886123,45.41,49.4890329,4.2,31.33179369,9.79,27.89132602,39.4,89.52164009,11.3,66.59899851,49.1,80.77889447,5.6,52.5247267,17.6,52.09125475,52.27024356,5.42212318,53.80736258,12.006,74.012,13.9819,79.7892,12.7776,1.7689,0,4.6481,0,1.0162,Orange ,Fullerton,CalEnviroScreen 4.0 Top 25%,8253394.27734375,13522.5180864403
29,6059086602,92801,6447,40.09818091,75.10085729,0.04716458,50.54138146,12.05012032,81.05787181,0.116719984,42.41443684,0,0,4947.843425,92.37309327,1243.560973,70.35,471.4107898,57.12501561,74.41176039,84.07057341,13.65,72.60171706,10,47.43483314,2.735,95.36730642,0,0,0,0,54.18795481,6.616338519,80.65961419,46.27,50.93469591,4.82,47.39543238,12.73,52.28065803,30.5,80.76436345,11.3,66.59899851,39.9,69.08291457,4.5,37.71473191,24.6,79.06210393,58.42410896,6.060479039,63.09884014,15.2474,76.6558,8.0968,66.9148,17.4345,2.1095,0,11.2766,0,2.2646,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1662640.828125,5870.12911916234
30,6059001103,90631,4594,42.26464242,78.4165406,0.04939042,59.68886123,11.96986466,76.82638457,0.271623147,73.36652147,0,0,2882.951701,84.30857714,1276.630018,71.575,824.5865453,95.57886849,73.29220701,82.79773157,0.1,2.071668533,2.75,17.21733355,0.5,69.39774983,6,58.69382612,2,52.89805269,58.69707076,7.16690068,89.04791537,47.28,52.59222333,3.65,19.16859122,15.01,66.32602193,12.6,49.77220957,14.6,76.32967925,24,42.61306533,8.1,76.05413847,32.3,93.58681876,56.85006389,5.897199404,60.7286939,14.889,72.2899,12.8211,58.2281,25.9469,3.8746,0.283,11.1885,0,0.4789,Orange ,La Habra,CalEnviroScreen 4.0 Top 25%,1957379.27734375,6929.07194609201
31,6059110402,90620,5588,43.12353276,79.67725668,0.04539285,42.56378345,11.92370764,74.28749222,0.16164462,54.05102676,0.070430588,23.17241379,3669.756592,87.67191798,1354.218051,73.9,539.7545038,63.78169102,72.54985953,81.96597353,0.7,9.593131766,14,56.13481654,0.415,62.59430841,0,0,7.2,83.80297824,55.92454056,6.828375294,84.23148724,46.54,51.32103689,4.57,40.46702592,14.85,65.31655035,25.1,73.42444951,14,74.44850453,39.6,68.63065327,6.4,61.53045289,21.5,68.93536122,60.88104433,6.315343094,66.78013111,14.1732,72.2799,13.5469,54.9213,14.3701,4.4739,0,24.2842,0.0537,1.8969,Orange ,Buena Park,CalEnviroScreen 4.0 Top 25%,2858777.078125,7819.6473586111
32,6059099402,92647,8190,38.92332279,73.33585477,0.0438112,35.15868077,11.3422939,58.43186061,0.386947018,84.00746733,0,0,4253.876709,90.33508377,1379.326699,74.825,484.2215618,58.51130261,63.82000497,71.3673598,21.1,83.01605077,11,49.82566827,1.525,90.48312376,1,12.45275094,20,98.25887743,61.65549432,7.52812361,92.91848164,39.05,39.76819541,4.31,33.94919169,10.63,35.18195414,29.3,79.4229309,7.5,51.10299093,53.5,85.55276382,1.4,2.732951588,38.7,98.12420786,49.84347472,5.170388374,50.0630358,19.5238,72.1612,8.315,66.1416,20.3541,0.4151,3.9927,7.4847,0.2198,1.3919,Orange ,Huntington Beach,CalEnviroScreen 3.0 Disadvantaged Communities Only,3759371.09765625,7811.60665753146
33,6059086601,92801,9185,51.65006736,89.61169945,0.04756207,51.89794648,12.05664912,81.48102054,0.701522699,95.39514624,0,0,5038.27002,92.49812453,4156.409269,98.9625,621.9046845,69.75146747,82.89845427,91.90926276,8.4,53.88204554,11,49.82566827,5.07,97.82925215,0,0,0,0,61.92708673,7.561284989,93.15494711,45.89,50.32402792,4.82,47.39543238,12.72,52.19341974,38.1,88.39534295,20,86.56110434,45.5,76.8718593,7.2,69.13066111,28.4,87.69328264,65.85070504,6.830858437,74.24357035,15.5906,78.1818,6.2275,81.6766,7.2074,3.2118,0,6.8481,0.2613,0.7948,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,1888094.8828125,5887.49830999828
34,6059086301,92805,7075,42.35886143,78.53000504,0.04756207,51.89794648,12.07860469,83.06160548,0.170890502,56.5152458,0,0,6552.106527,94.78619655,597.765098,28.2375,471.4107898,57.12501561,84.90637652,93.28292376,40.5,93.54236655,11.5,50.87165864,2.475,94.55989411,0,0,1,35.71592211,57.0548589,6.966386939,86.30989421,54.65,62.57477567,5.81,71.25994355,13.09,54.48654038,25.2,73.62692989,9.8,61.09081066,26,46.39447236,2.9,15.83810515,23.4,75.34854246,58.61676265,6.080463489,63.3383762,13.4417,76.0424,10.5159,71.364,15.6608,1.8092,0,10.3746,0.3816,0.4099,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,2704423.87109375,6818.73009520856
35,6059087200,92801,7725,40.50028336,75.8698941,0.04716458,50.54138146,12.03785917,80.47293093,0.245187037,69.37149969,0,0,4958.903402,92.41060265,1807.054137,83.975,471.4107898,57.12501561,76.83798457,86.37681159,57.65,97.06980216,1,6.973269135,0.605,74.90403706,0,0,24,99.15234822,61.89606727,7.557497519,93.1051649,44,47.59471585,3.91,24.57018219,11.04,38.23529412,26.8,76.04403948,14.2,75.19285424,33.1,58.79396985,4.5,37.71473191,27,84.86692015,51.66128359,5.358954238,52.95007564,12.2201,76.3107,11.4693,61.1521,24.712,3.2621,0,9.2168,0.7508,0.9061,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,3123501.2890625,7697.53456139959
36,6059086501,92805,4254,48.76531311,86.45990923,0.04756207,51.89794648,12.10697033,85.00311139,0.456330788,87.84069695,0,0,6457.276693,94.64866217,2281.79467,90.55,471.4107898,57.12501561,90.34445803,96.93761815,35.1,90.33221351,5,30.88162045,9.95,99.49702184,0,0,6,79.95418099,67.04459002,8.186131124,97.01306783,55.9,63.92073779,3.81,22.24788299,13.64,58.21286142,36.4,86.72487978,9.2,58.57355528,50.4,82.36180905,3.3,21.1087975,27,84.86692015,57.42717654,5.957064744,61.54815935,15.2562,76.9158,7.8279,79.5487,17.5835,0.4937,0,1.5515,0,0.8228,Orange ,Anaheim,CalEnviroScreen 4.0 Top 25%,2064397.30078125,6687.57446672838
