OBJECTID,Tract,ZIP,Population,CIscore,CIscoreP,Ozone,Ozone_Pctl,PM2_5,PM2_5_Pctl,Diesel_PM,Diesel_PM_Pctl,Pesticides,Pesticides_Pctl,Tox_Releases,Tox_Releases_Pctl,Traffic,Traffic_Pctl,Drinking_Water,DrinkingWaterPctl,Lead,Lead_Pctl,Cleanups,Cleanups_Pctl,GroundwaterThreats,GW_Threats_Pctl,Haz_Waste,Haz_Waste_Pctl,Imp_Water_Bodies,ImpWaterBodPctl,Solid_Waste,Solid_Waste_Pctl,Pollution,PollutionScore,Pollution_Pctl,Asthma,Asthma_Pctl,Low_Birth_Weight,LowBirthW_Pctl,Cardiovascular,Cardiovasc_Pctl,Education,Education_Pctl,Ling_Isol,Ling_Isol_Pctl,Poverty,Poverty_Pctl,Unemployment,Unemploy_Pctl,HousBurd,HousBurd_Pctl,PopChar,PopCharScore,PopCharP,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,ApproxLoc,DAC_category,Shape__Area,Shape__Length
1977,6037602505,90250,4590,44.66744039,81.56833081,0.04259906,29.89421282,12.06312607,82.00373367,0.15274364,51.91039203,0,0,7601.856934,95.88647162,1240.456708,70.2,367.5078113,38.16660422,54.89059345,58.50031506,0,0,0,0,0.25,43.29583058,5,51.21797564,0.2,9.667812142,42.49225201,5.18829553,49.99377722,77.65,83.84845464,7.43,93.35386195,19.79,86.75224327,26.3,75.32270311,14.2,75.19285424,57.7,89.87437186,5.6,52.5247267,36.4,97.11026616,82.99491885,8.609270642,95.27231467,22.2658,73.0065,4.7277,56.8845,7.037,32.0044,0,0.8497,0.4575,2.7669,Los Angeles,Hawthorne,CalEnviroScreen 4.0 Top 25%,470382.98046875,2911.83495927955
1978,6037602504,90250,4961,36.32043545,69.61674231,0.04259906,29.89421282,12.06541253,82.26509023,0.152792867,51.94772869,0,0,7910.616699,96.09902476,1174.384098,67.65,373.7939205,39.54040215,50.4663121,52.23692502,0.1,2.071668533,2,14.31180475,0.15,26.67107876,5,51.21797564,0.2,9.667812142,41.89880463,5.115835723,48.20161792,77.65,83.84845464,4.53,39.51757762,19.79,86.75224327,19.3,63.60415085,9.4,59.37203952,43.4,73.89447236,5.4,49.85684539,28.3,87.4904943,68.44151283,7.099609413,78.02571861,14.5334,80.8708,4.5958,45.253,9.4134,35.6783,0,8.2241,0,1.4312,Los Angeles,Hawthorne,CalEnviroScreen 3.0 Disadvantaged Communities Only,468377.8125,2909.06738312698
1979,6037600303,90044,3883,55.32779015,92.80131114,0.04259906,29.89421282,12.08622848,83.5345364,0.184491588,59.1661481,0,0,6963.966634,95.23630908,791.9073175,43.625,373.7939205,39.54040215,88.66457917,95.9042218,6.4,46.95782008,3,22.11522497,0,0,0,0,5.1,75.94501718,46.90960668,5.727653658,62.01617922,125.58,96.73479561,9.87,99.46112394,24.53,97.43270189,40.2,90.15439129,14.3,75.53119502,66.9,95.99246231,8.8,80.38781884,49,99.77186312,93.12187663,9.659765317,99.7100353,15.349,76.0237,8.6273,63.9969,1.88,33.402,0,0.0515,0,0.6696,Los Angeles,Westmont,CalEnviroScreen 4.0 Top 25%,529663.359375,3356.1105674269
1980,6037294520,90744,3710,47.16134365,84.6318709,0.03975537,20.84629745,11.72966207,67.20597386,0.18673,59.70130678,1.218229778,44.10344828,11246.75,97.97449362,654.8687507,32.5125,391.0791793,42.42537779,87.12038392,94.83301827,2.6,28.66741321,29.9,79.09679562,0.255,43.65320979,0,0,1.2,37.57159221,50.89946873,6.214815022,72.58245177,76.33,83.00099701,4.39,35.60431101,21.61,92.82153539,38.4,88.71171855,16.4,80.18676411,41.7,71.70854271,7.8,74.10203019,20.4,64.46134347,73.15484714,7.588535377,84.19062027,17.8437,74.9596,7.1968,93.4232,3.531,2.1563,0.2426,0.6469,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,702814.7265625,3500.58184670141
1981,6037296600,90731,5358,49.9583572,87.8214826,0.03809217,16.77660236,11.65417914,64.56751711,0.08048253,30.04355943,0,0,4626.793294,91.59789947,934.4857184,54.0375,391.0791793,42.42537779,66.36469427,74.49275362,19.35,81.24300112,17.5,64.22048813,0.985,84.92389146,8,72.15455691,1.75,43.94043528,54.26059234,6.625207547,80.8338519,103.61,93.61914257,3.85,23.05619707,14.57,64.02043868,31.5,81.8400405,11.2,66.23359047,55.7,87.87688442,13.6,95.11972931,33.2,94.70215463,72.69320299,7.540647874,83.58547655,17.8798,69.7835,12.3367,75.4946,14.8376,5.8417,0.0933,2.1463,0,1.5864,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1220661.5859375,4504.14703168775
1982,6037575103,90804,5171,38.47019998,72.91981846,0.04050375,22.19041693,11.61841941,63.67143746,0.201479354,62.33976353,0,0,11724.31006,98.14953738,750.1972334,40.375,339.0441176,34.7321094,59.56995022,65.12917454,9.1,58.49197462,24.5,73.9664619,0.57,73.31568498,0,0,0,0,45.9338947,5.60851942,59.30304916,93.2,90.54087737,4.5,38.70926354,17.56,78.67647059,23.9,71.19716527,7.5,51.10299093,42.5,72.73869347,4.8,41.8401874,24.2,77.82002535,66.12434149,6.859243431,74.62178517,10.0174,83.2528,6.7298,46.3353,17.9269,14.562,1.9725,14.4459,1.2377,3.5196,Los Angeles,Long Beach,CalEnviroScreen 3.0 Disadvantaged Communities Only,695782.66015625,3372.06489677885
1983,6037576402,90813,5015,39.44726177,74.05446293,0.03975537,20.84629745,11.66802231,65.12756689,0.152502942,51.84816428,0,0,10705.44661,97.74943736,777.4937113,42.5375,339.0441176,34.7321094,88.51629047,95.75299307,0,0,0,0,0.06,8.762409001,4,43.78412432,0,0,37.55260793,4.585165969,35.96764157,111.73,95.10219342,5.66,68.14216064,24.22,96.88434696,47.5,95.02657555,18,83.35363378,54.7,86.85929648,4.9,43.0895367,28.3,87.4904943,82.93673718,8.603235312,95.20927887,15.3539,78.4845,6.1615,67.2981,9.4516,12.6221,0.0399,9.0329,0.2393,1.3161,Los Angeles,Long Beach,CalEnviroScreen 3.0 Disadvantaged Communities Only,470432.4921875,2913.70372111559
1984,6037575902,90802,5208,48.29738883,85.89258699,0.03975537,20.84629745,11.73964651,67.59178594,1.229169141,98.97946484,0,0,11467.8099,98.04951238,660.2685347,33.0125,339.0441176,34.7321094,54.29353161,57.64335224,1,17.07726764,16.5,62.37755271,0.57,73.31568498,20,98.4250315,1.1,36.47193585,53.41575003,6.522052469,78.97946484,82.02,86.51545364,7.73,95.26558891,15.81,70.60069791,14.1,53.40420147,4.9,36.97388009,41.5,71.41959799,7,67.47787611,20.3,63.96704689,71.38788367,7.405243833,81.97175996,9.9462,79.9923,10.0614,35.0038,37.98,15.3994,0,6.8548,0,4.7619,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,508691.53515625,2875.98116110748
1985,6037575401,90813,4788,69.66015855,99.02924861,0.03975537,20.84629745,11.69108081,65.96141879,0.208257516,63.59676416,0,0,14857.66634,98.97474369,854.1597288,48.1375,339.0441176,34.7321094,87.84232291,95.38752363,3.5,33.87458007,66.5,93.62443965,2.14,93.09066843,18,97.52204956,3.5,66.68957617,61.28978402,7.483470455,92.47044182,127.96,96.93419741,6.03,75.76340775,27.86,99.0777667,44.1,92.93849658,23.7,91.01366897,72.1,98.09045226,7.4,70.90057262,30.6,91.45754119,89.73596847,9.30853659,99.02924861,19.9666,75.4386,4.5948,80.5138,6.6416,9.4194,0.3133,2.4436,0,0.6683,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,1288683.75,4620.4499504755
1986,6037575901,90802,3553,51.70235631,89.69994957,0.03975537,20.84629745,11.70661336,66.59614188,1.590597837,99.48973242,0,0,12103.81348,98.22455614,784.8023011,43.0625,339.0441176,34.7321094,60.19612127,66.04914934,0,0,37,84.34335049,0.425,63.60026473,20,98.4250315,0.75,25.72737686,53.88977546,6.579930879,80.0497822,81.93,86.49052841,5.68,68.53990249,15.79,70.45114656,21.4,67.12224753,11,65.62457707,54,86.0678392,8,75.3774076,28.3,87.4904943,75.74851948,7.8575835,87.60716087,15.0577,79.454,5.4883,50.577,18.407,19.8705,0.394,7.5148,0,3.2367,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,706739.48046875,3558.38465248139
1987,6037575102,90804,4151,40.34057054,75.55471508,0.03975537,20.84629745,11.65311866,64.51773491,0.15779865,53.09271935,0,0,10408.3501,97.53688422,594.5183704,27.9875,339.0441176,34.7321094,84.36691886,92.91745432,4.6,41.09742441,21,69.58326415,0.305,50.45665122,0,0,0,0,43.37838096,5.296491699,52.54511512,93.2,90.54087737,4.51,38.96587118,17.56,78.67647059,41.7,91.19210326,19,85.09947219,58.4,90.47738693,3.3,21.1087975,43.6,99.39163498,73.42414268,7.616470077,84.48058497,15.2975,77.1862,7.5163,61.1178,8.7449,9.0581,0,17.8993,0,3.18,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,587704.28515625,3393.98412856031
1988,6037575803,90813,3229,56.70389758,93.73424105,0.03975537,20.84629745,11.70661336,66.59614188,0.658256155,94.71064095,0,0,12576.83008,98.38709677,606.6638391,28.95,339.0441176,34.7321094,76.14929417,85.82230624,0.7,9.593131766,21.75,70.6126515,0.57,73.31568498,14,93.36413272,0,0,52.29608946,6.385342135,76.29122589,112.45,95.17696909,6.21,79.18911984,24.38,97.17098704,30,80.18223235,22.3,89.52496955,62,92.98994975,10.1,86.75169183,18,54.06844106,85.60790778,8.880322523,97.0373172,14.3698,61.0096,24.6206,61.1644,16.7854,8.052,0.3407,10.4986,0,3.1589,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,289414.19921875,2538.36792366216
1989,6037575801,90813,2254,67.05574374,98.43671205,0.03975537,20.84629745,11.70661336,66.59614188,1.254074955,98.99191039,0,0,13584.90007,98.66216554,696.6015045,35.85,339.0441176,34.7321094,92.09271148,98.13484562,0,0,70.3,94.33836958,0.93,84.03706155,20,98.4250315,2,52.89805269,59.79769021,7.301286097,90.51649035,104.11,93.79361914,7.38,93.05876315,22.57,94.31704885,41.8,91.26803341,11.1,65.97645148,62.6,93.3919598,6.9,66.60593441,44.7,99.50570342,88.53638011,9.184100287,98.68885527,18.0568,79.6362,2.307,74.4898,11.9787,10.7808,0,2.6619,0,0.0887,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,629528.83984375,3163.4733255412
1990,6037294830,90744,4134,64.76295548,97.73071104,0.03809217,16.77660236,11.77535951,68.86123211,1.949143879,99.73864343,0,0,8956.069985,96.77419355,211.6913887,4.5375,391.0791793,42.42537779,81.18893209,90.33396345,44.5,94.71817842,20.6,68.98555537,0.98,84.87094639,8,72.15455691,2.75,60.52691867,60.37103644,7.371291558,91.48724331,76.33,83.00099701,6.4,82.14010778,21.61,92.82153539,49.4,96.22880283,21.4,88.34754365,58.9,90.86683417,5.3,48.25611661,32.1,93.33333333,84.69703642,8.785835557,96.40695915,15.4088,78.5922,5.999,93.5414,0.7741,3.4107,0,0.7983,0,1.4756,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1282299.7421875,5022.28282539362
1991,6037294510,90744,5082,47.74430389,85.17397882,0.03975537,20.84629745,11.74873865,67.97759801,0.381634351,83.67143746,0.906631458,42.24137931,10730.47673,97.77444361,420.0753008,15.5,391.0791793,42.42537779,83.97323021,92.60239445,1.85,23.12430011,16.2,61.64701976,0.2,35.6187955,0,0,0,0,46.61258503,5.691387374,61.23210952,76.33,83.00099701,4.78,46.2920195,21.61,92.82153539,52.5,97.45634017,24.7,92.04222493,59.2,91.13065327,8.9,81.01249349,23.9,76.86945501,80.87020867,8.388869137,93.36863338,19.4608,73.9473,6.5919,97.56,1.9284,0.1968,0,0.1574,0,0.1574,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,747304.875,3611.15545055614
1992,6037294900,90744,3853,61.64144403,96.46999496,0.03892377,17.64779091,11.8087939,69.96888612,2.107283379,99.82576229,0,0,8504.55306,96.51162791,1403.85703,75.5,391.0791793,42.42537779,90.4309965,97.01323251,7.3,51.04516611,13.4,54.87298688,0.95,84.48709464,15,94.56110878,0.2,9.667812142,61.2166677,7.474542967,92.35843186,73.77,81.16899302,5.88,72.85091096,20.58,89.14506481,50,96.50721336,23.8,91.21667343,61.6,92.72613065,4.5,37.71473191,22.3,71.57160963,79.5011307,8.246851253,92.12052446,18.2455,71.8661,9.8884,87.646,3.6076,3.2442,0,2.9587,0.4672,2.0763,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,939406.84765625,4997.19023232878
1993,6037296210,90731,3132,70.52910182,99.1931417,0.03809217,16.77660236,11.70137136,66.30989421,1.096652435,98.63098942,0,0,5523.829834,93.34833708,856.100235,48.2625,391.0791793,42.42537779,76.76259975,86.33900441,8,53.43411721,42.55,87.28208534,2.695,95.19523494,8,72.15455691,6.7,81.51202749,63.64626023,7.771195732,94.78531425,103.61,93.61914257,7.49,93.7516038,14.57,64.02043868,36.9,87.16780562,23.8,91.21667343,56,88.17839196,13.2,94.66423738,33.2,94.70215463,87.49145714,9.075707812,98.197176,19.3167,72.3819,8.3014,87.037,5.9068,6.0026,0,0.3193,0,0.7344,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,808236.5,3517.78150157268
1994,6037294810,90744,4278,52.9069623,90.79677257,0.03892377,17.64779091,11.72966207,67.20597386,1.854786307,99.65152458,0,0,9274.540205,96.97424356,615.2288311,29.4625,391.0791793,42.42537779,76.79719697,86.35160681,5.5,44.00895857,9.65,44.87796779,0.35,56.39973527,8,72.15455691,0,0,51.1393327,6.244102364,73.130056,76.33,83.00099701,5.14,56.12009238,21.61,92.82153539,53,97.64616553,27.6,94.32940858,64.7,94.77386935,5.8,55.0234253,28.8,88.47908745,81.68229975,8.473109378,94.21331316,17.8121,78.1674,4.0206,90.7901,2.4544,2.5245,0,2.057,1.3324,0.8415,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,465157.76171875,2778.73358803568
1995,6037575201,90813,4772,45.39926859,82.43822491,0.03975537,20.84629745,11.75572268,68.17672682,0.217939371,65.16490355,0,0,11983.3501,98.21205301,662.6239257,33.2125,339.0441176,34.7321094,82.56330584,91.56899811,0.5,7.708100037,14.5,56.9483646,0.235,40.92653872,0,0,0,0,41.36499925,5.050658192,46.90728065,128.01,96.97158524,5.5,64.47267129,27.87,99.11515454,41.7,91.19210326,21.2,87.99566924,55.1,87.29899497,7.7,73.41228527,31.3,92.37008872,86.65348266,8.988782622,97.66767524,14.8156,75.4191,9.7653,55.0922,3.0805,12.0914,0,28.0386,0,1.6974,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,822470.0234375,3876.27843138159
1996,6037575202,90813,4175,48.50993889,86.16994453,0.03975537,20.84629745,11.65311866,64.51773491,0.184325789,59.12881145,0,0,11507.37354,98.0620155,956.6999266,55.4625,339.0441176,34.7321094,87.95403016,95.47574039,0.75,9.798432251,13.5,55.25485638,0.1,16.63798809,0,0,0,0,41.13151921,5.022150325,46.1356565,110.89,95.02741775,6.01,75.32717475,23.98,96.75972084,55.1,98.3675019,32.4,96.67072676,63.5,93.98241206,16.2,97.8526809,41.7,99.10012674,93.11639706,9.659196907,99.69742814,17.7725,73.0299,9.1976,66.4192,1.7725,7.9521,0,23.0419,0,0.8144,Los Angeles,Long Beach,CalEnviroScreen 4.0 Top 25%,586822.9765625,3390.94297066904
1997,6037104500,91331,3025,54.88962654,92.47352496,0.06718273,97.00062228,11.40197774,59.22837586,0.203808065,62.77535781,0,0,746.5856527,59.35233808,893.8911847,51,726.638249,83.12726364,88.91910846,96.01764335,39.5,93.26241135,40,86.08666777,0.135,23.71939113,0,0,0.4,14.43298969,56.87523075,6.944454377,85.99875544,81.71,86.29112662,7.38,93.05876315,13.36,56.4556331,48.7,95.82384207,23.2,90.48585736,47.5,79.13316583,3.3,21.1087975,25.9,82.40811153,76.19689791,7.904094916,88.27534039,12.6612,75.3388,12,98.876,0.8264,0.0331,0.1322,0,0,0.1322,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,779212.9609375,4172.75412595173
1998,6037104810,91331,5631,58.68603225,94.89409985,0.06718273,97.00062228,11.46459884,60.24891101,0.386728833,83.99502178,0,0,773.4746704,59.90247562,511.6744698,21.8375,726.638249,83.12726364,88.4892563,95.72778828,40.75,93.691676,41,86.5681554,0.475,67.55790867,4,43.78412432,9.5,89.82817869,67.24863476,8.211044946,97.10018668,81.71,86.29112662,4.5,38.70926354,13.36,56.4556331,55.5,98.44343204,15.9,79.17174178,43.5,74.04522613,7.1,68.40187402,20.9,66.51457541,68.90035548,7.147206309,78.71911246,12.9284,77.0733,9.9982,95.2051,3.3387,0.2131,0.4085,0.8347,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1647893.671875,5258.69167875416
1999,6037117530,91343,6742,52.64176471,90.62027231,0.06464682,93.62787803,11.86110213,71.74859988,0.256932153,71.20099564,0,0,660.5809936,57.01425356,1250.399373,70.725,726.638249,83.12726364,58.26432493,63.35223693,38.85,92.98245614,10,47.43483314,0.135,23.71939113,0,0,0,0,53.50879767,6.533413567,79.22837586,66.53,75.81006979,6.29,80.16422889,12.4,49.67597208,41,90.63528221,27,93.95046691,53.1,85.23869347,9.1,82.32691307,25.6,81.83776933,77.67395763,8.057314017,89.77559254,16.4195,77.1729,6.4076,79.6796,5.5918,1.854,0,10.976,0.3115,1.5871,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,819693.09375,3670.73700072736
2000,6037119800,91331,6054,42.92708236,79.37468482,0.06591477,95.27069073,11.51448362,61.09520846,0.063330016,23.33540759,0,0,672.4859873,57.35183796,1030.061688,59.9125,726.638249,83.12726364,85.5442086,93.71140517,36,91.04143337,13,54.52432343,0.15,26.67107876,4,43.78412432,0.2,9.667812142,54.52961093,6.658054663,81.43123833,76.99,83.3000997,4.76,45.86861688,12.76,52.39282154,31.8,82.18172615,13.7,73.36581405,22.6,39.8241206,5.8,55.0234253,21.4,68.54245881,62.15401084,6.447391096,68.96116994,7.2844,82.0449,10.6706,75.9663,8.2425,1.1232,0,13.0162,0.0991,1.5527,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1822146.921875,5513.88125118479
2001,6037117405,91343,3574,51.67352708,89.66212809,0.06464682,93.62787803,11.95061359,75.78095831,0.482884946,89.18481643,0,0,615.0779979,55.58889722,3378.921693,97.375,726.638249,83.12726364,55.61835429,59.57151859,18,79.69391564,0,0,0.1,16.63798809,0,0,0,0,52.6101546,6.423689427,77.10018668,86.23,88.17298106,5.42,62.61226585,15.46,69.10518445,55.8,98.50670716,21.5,88.46934633,71.6,97.87688442,4,30.88235294,32,93.25728771,77.54766308,8.044213168,89.64952093,19.1102,77.728,3.1617,92.7532,1.399,3.0778,0,2.77,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,297276.94921875,2193.13687232545
2002,6037120010,91402,2704,68.43452303,98.73928391,0.06464682,93.62787803,12.08174436,83.18606098,0.183785177,59.01680149,0,0,680.3183187,57.62690673,1392.963629,75.2375,726.638249,83.12726364,89.00932162,96.06805293,41.35,93.91564016,10,47.43483314,0.9,83.40172071,0,0,1.5,42.31386025,63.46194227,7.748690546,94.62352209,93.8,90.69042871,6.46,82.99974339,20.79,89.56879362,33.8,84.18121994,16.3,80.0108269,47.9,79.54773869,9.1,82.32691307,27.9,86.5652725,85.1396914,8.831753266,96.70953101,9.4305,80.8062,9.7633,73.4098,8.321,2.7737,0,15.4956,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,827632.94921875,3762.83735511844
2003,6037119900,91402,5245,46.761875,84.10237015,0.06464682,93.62787803,11.63126039,63.93279403,0.069257822,25.66272558,0,0,680.8123372,57.63940985,1245.499306,70.45,726.638249,83.12726364,81.96989868,91.02709515,36.8,91.86263531,10,47.43483314,0.27,45.73130377,0,0,0,0,52.79084867,6.445752137,77.59800871,84.63,87.46261216,6.36,81.51141904,18.53,82.76420738,27.6,77.05644141,4.8,36.45960211,30.7,54.94974874,5.1,45.78344612,20.7,65.5513308,69.93643002,7.254680914,79.9924357,9.571,77.4833,12.9457,67.2259,8.9037,0.7436,0.6101,21.3918,0,1.1249,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1538000.75,5401.55923367156
2004,6037120030,91402,2666,57.81691067,94.41502774,0.06464682,93.62787803,11.81424877,70.16801493,0.372221726,82.92470442,0,0,715.833664,58.55213803,1435.707547,76.4375,726.638249,83.12726364,74.88794158,84.57466919,45.25,94.92347891,0,0,2.42,94.38782263,0,0,1.5,42.31386025,61.22602481,7.475685468,92.37087741,93.94,90.85244267,2.03,2.104182705,20.82,89.76819541,50.6,96.77296887,31.6,96.27825145,65.9,95.50251256,5.8,55.0234253,37.1,97.45247148,74.55709977,7.733994551,86.11951589,15.3038,74.9812,9.7149,87.847,3.1508,2.7007,0,6.3016,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,523239.79296875,2918.08070891335
2005,6037121010,91352,4934,54.84489921,92.397882,0.06464682,93.62787803,11.45562342,60.12445551,0.264716802,72.45799627,0.023021854,16.48275862,735.4266763,59.05226307,2277.041811,90.4875,726.638249,83.12726364,70.24408068,79.42028986,43.1,94.34490482,2.3,15.14195584,0.15,26.67107876,4,43.78412432,3.2,64.39862543,62.52107969,7.633811412,93.69010579,60.88,70.10219342,6.36,81.51141904,14.88,65.49102692,24.8,72.94355859,9.2,58.57355528,32.5,57.78894472,5.1,45.78344612,34.4,95.66539924,69.25959696,7.184471327,79.27382753,10.4783,74.5034,15.0182,56.668,31.82,0.6688,0,10.8431,0,0,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,2979549.6875,7196.93062248698
2006,6037120300,91402,5238,59.68853854,95.53706505,0.06464682,93.62787803,11.67857435,65.52582452,0.158695991,53.42874922,0,0,762.841339,59.70242561,1443.169452,76.725,726.638249,83.12726364,78.94172951,88.35538752,53.5,96.47256439,1,6.973269135,1.605,91.01257445,4,43.78412432,0.75,25.72737686,60.97237132,7.444714428,92.07218419,93.94,90.85244267,6.88,88.72209392,20.82,89.76819541,22,68.24854467,16.2,79.78075518,27.6,49.72361809,5.6,52.5247267,22.9,73.72623574,77.29084337,8.017572617,89.43519919,10.1565,76.9378,12.9057,63.8221,14.8148,1.0882,0,19.4349,0.2291,0.6109,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,2511168.484375,6827.03829683927
2007,6037120020,91402,3872,70.32900275,99.15532022,0.06464682,93.62787803,11.81424877,70.16801493,0.169174004,56.06720597,0,0,694.0063477,58.03950988,1444.132983,76.7375,726.638249,83.12726364,75.92891879,85.65847511,41.6,93.97163121,2.5,16.75244895,2.62,95.0099272,0,0,3,63.66552119,61.5787892,7.51875793,92.81891724,93.94,90.85244267,6.1,77.18758019,20.82,89.76819541,41.1,90.67324728,34.5,97.52334551,62.7,93.4798995,13.6,95.11972931,33.9,95.24714829,90.17237337,9.353805962,99.20574887,12.4483,77.6085,9.9432,73.5795,2.1952,7.3089,0,16.374,0,0.5424,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,808322.1640625,5992.40370611137
2008,6037121020,91605,3610,62.66359864,96.89863843,0.06350576,91.05164904,11.50132407,60.84629745,0.16237943,54.26260112,0.061943968,22.34482759,827.1966554,60.94023506,1847.598501,84.775,726.638249,83.12726364,74.64884685,84.29741651,36.5,91.67599851,27.25,77.10443301,0.195,32.03176704,0,0,2,52.89805269,62.05112428,7.57642995,93.30429371,79.39,84.67098704,6.16,78.35514498,21.48,92.3105683,27.6,77.05644141,21.8,88.83475436,30.7,54.94974874,8.9,81.01249349,21.8,69.9112801,79.73258853,8.270860953,92.34745335,9.5568,80.7479,9.6953,58.8366,26.0665,2.4377,0,12.1053,0,0.554,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1205135.79296875,4839.64538164618
2009,6037117520,91343,4168,56.54862516,93.63338376,0.06464682,93.62787803,11.77397672,68.7616677,0.334982189,79.83820784,0,0,646.3430176,56.62665666,1165.589595,67.15,726.638249,83.12726364,70.66692393,80,36.5,91.67599851,2.5,16.75244895,0.06,8.762409001,0,0,0,0,51.90702992,6.337838043,75.40759179,86.23,88.17298106,6.35,81.33179369,15.46,69.10518445,45,93.69779803,17.1,81.55366085,73.3,98.42964824,12,92.19156689,35.6,96.57794677,86.01338861,8.922384064,97.28946041,18.834,77.7591,3.4069,82.2937,4.0787,5.7342,0,7.3656,0,0.5278,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,474231.859375,2862.89097548502
2010,6037121210,91331,2926,42.53587178,78.71911246,0.06591477,95.27069073,11.30064758,57.87181083,0.197237686,61.55569384,0,0,735.3896586,59.03975994,2495.507189,92.5,726.638249,83.12726364,65.3114538,73.35853812,44.5,94.71817842,27.2,77.05462394,0.485,68.06088683,4,43.78412432,7.3,84.03207331,68.07030555,8.311370786,97.49844431,51.46,58.43718843,3.56,17.35950731,9.74,27.50498504,44.6,93.35611238,15,77.42590337,27.1,48.73115578,4.5,37.71473191,20.3,63.96704689,49.33644183,5.117792584,49.16792738,10.0478,70.4375,19.5147,73.2057,9.6036,1.6746,0,12.0643,0.2051,3.2468,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,2976646.0625,6801.11270281506
2011,6037122120,91352,5011,47.67082589,85.09833585,0.06236471,88.69943995,11.49943551,60.74673304,0.140127529,48.58742999,0,0,1021.388662,64.07851963,489.5146704,20.1625,726.638249,83.12726364,75.29596717,85.01575299,37,92.29189996,7,37.60584426,0.54,71.68762409,0,0,4.4,71.36311569,55.73136887,6.804789069,83.69632856,62.85,72.2333001,4.76,45.86861688,13.16,54.99750748,38,88.30675778,10.1,62.24116931,42.3,72.57537688,7.6,72.52732952,30.4,91.1913815,67.53410558,7.005481787,76.63893091,12.0136,77.5893,10.3971,80.8821,10.477,3.7118,0,1.7761,0,3.1531,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,1053595.93359375,4927.90500889619
2012,6037127520,91406,4870,58.5083673,94.79324256,0.06464682,93.62787803,12.06000567,81.7672682,0.473108307,88.74922215,0,0,671.9563294,57.32683171,4841.936815,99.5875,726.638249,83.12726364,55.9266862,59.87397606,45.1,94.84882419,17.5,64.22048813,0.92,83.812045,0,0,0,0,63.19708547,7.716351583,94.41194773,41.02,43.15802592,8.05,96.65127021,8.55,17.63459621,47.3,94.92533536,34.4,97.48274462,68.4,96.75879397,9.4,83.62831858,34.5,95.75411914,73.09557989,7.582387437,84.12758447,16.4682,74.271,9.2608,76.6119,10.0205,5.2156,0.1643,7.1047,0,0.883,Los Angeles,Los Angeles,CalEnviroScreen 4.0 Top 25%,535163.625,2946.6758460953
2013,6037600202,90044,7767,46.53565536,83.90065557,0.04259906,29.89421282,12.06489236,82.16552582,0.079302116,29.5208463,0,0,6485.683187,94.69867467,1110.518907,64.525,614.880833,69.2019483,86.64876406,94.42974165,7,50.31728257,0,0,0,0,0,0,0,0,42.0574813,5.135210113,48.7367766,98.17,92.09870389,9.01,98.67847062,17.57,78.83848455,41.7,91.19210326,12.9,71.15983218,66.9,95.99246231,7.7,73.41228527,31.4,92.48415716,87.36002719,9.062074255,98.10892587,19.1837,67.6194,13.1969,64.1174,1.6609,33.8097,0,0.0129,0,0.3991,Los Angeles,Westmont,CalEnviroScreen 4.0 Top 25%,1209175.15234375,5357.45579933345
